0.001 4.69000410413e-13
0.006 4.12579403178e-13
0.041 4.15556636252e-13
0.136 3.73116299103e-13
0.321 4.48367607295e-13
0.626 5.79969329324e-13
1.081 3.94712992462e-13
1.716 2.00924398073e-12
2.561 7.05821554726e-13
3.646 3.91809141596e-13
5.001 3.91456257326e-13
6.656 4.49125473372e-13
8.641 4.47990766677e-13
10.986 7.57617663915e-13
13.721 4.56127875594e-13
16.876 3.86749570015e-13
20.481 1.31042026334e-12
24.566 1.15040068127e-12
29.161 8.12079643503e-13
34.296 5.32980001392e-13
40.001 3.67114100007e-13
46.306 5.36037905619e-13
53.241 3.78240630833e-13
60.836 3.65464020333e-13
69.121 3.73088938536e-13
78.126 3.80526923122e-13
87.881 5.04854752887e-13
98.416 7.58290526501e-13
109.761 5.01556561471e-13
121.946 3.69251812995e-13
135.001 3.71514868201e-13
148.956 4.13858736619e-13
163.841 8.61927593824e-13
179.686 4.00407756536e-13
196.521 1.48905755542e-12
214.376 1.27670368154e-12
233.281 9.35818593928e-13
253.266 3.91485149241e-13
274.361 8.7452998469e-13
296.596 7.57232840419e-13
320.001 4.19599829461e-13
344.606 6.26897271353e-13
370.441 5.80805905774e-13
397.536 4.15157328738e-13
425.921 4.06816541534e-13
455.626 5.34595906388e-13
486.681 4.62188385732e-13
519.116 3.63188089686e-13
552.961 4.04711323478e-13
588.246 3.70133138286e-13
